text,intent,shape
tell  me  everything  about  a  rectangular  prism,calculate_all,rectangular_prism
i want to calculate all properties of a cube,calculate_all,cube
all measurements for rectangular prism,calculate_all,rectangular_prism
please cylinder,calculate_all,cylinder
tell me everything about a cube,calculate_all,cube
i want to all triangle properties,calculate_all,triangle
tell me everything about a torus,calculate_all,torus
tell me everything about a prism please,calculate_all,prism
Everything about square,calculate_all,square
i want to everything about cone,calculate_all,cone
please all pyramid properties,calculate_all,pyramid
tell me everything about a parallelogram?,calculate_all,parallelogram
all  circle  properties,calculate_all,circle
all measurements for right triangle,calculate_all,right_triangle
All parallelogram properties,calculate_all,parallelogram
analyze a sphere,calculate_all,sphere
i want to complete calculation for polygon,calculate_all,polygon
can you all measurements for square,calculate_all,square
can you everything about triangle,calculate_all,triangle
tell me everything about a rectangular prism,calculate_all,rectangular_prism
Calculate all properties of a right triangle,calculate_all,right_triangle
What should i do,get_help,
Tutorial,get_help,
What should i do,get_help,
show me how?,get_help,
I NEED HELP,get_help,
Tutorial,get_help,
i want to i need help,get_help,
SHOW ME HOW,get_help,
Guide,get_help,
what  are  the  commands,get_help,
help me,get_help,
Assist me,get_help,
can you how does this work,get_help,
HELP,get_help,
assist me,get_help,
explain how to use please,get_help,
show me how,get_help,
show me how,get_help,
please what should i do,get_help,
how  does  this  work,get_help,
how does this work,get_help,
what should i do please,get_help,
i want to tutorial,get_help,
tutorial?,get_help,
i want to i need help,get_help,
can you what are the commands,get_help,
help please,get_help,
I NEED HELP,get_help,
how  do  i  use  this,get_help,
assist  me,get_help,
I need help,get_help,
What can you do,get_help,
can you tutorial,get_help,
how do i use this,get_help,
assist  me,get_help,
instructions,get_help,
show me how,get_help,
assist me,get_help,
i want to help,get_help,
i want to help me,get_help,
can you what are the commands,get_help,
ASSIST ME,get_help,
please assist me,get_help,
can you help me,get_help,
i want to explain how to use,get_help,
Tutorial,get_help,
how  do  i  use  this,get_help,
i  need  help,get_help,
can you how do i use this,get_help,
please help me,get_help,
please what should i do,get_help,
how do i use this please,get_help,
What can you do,get_help,
can you how do i use this,get_help,
can you how does this work,get_help,
instructions?,get_help,
what can you do,get_help,
how  does  this  work,get_help,
please explain how to use,get_help,
ASSIST ME,get_help,
Explain how to use,get_help,
help me,get_help,
can you what are the commands,get_help,
what  should  i  do,get_help,
Instructions,get_help,
i need help please,get_help,
what are the commands?,get_help,
show  me  how,get_help,
show me how please,get_help,
HELP,get_help,
i want to show me how,get_help,
HOW DOES THIS WORK,get_help,
tutorial,get_help,
HELP,get_help,
can you guide,get_help,
i want to tutorial,get_help,
can you instructions,get_help,
Help,get_help,
please what can you do,get_help,
guide?,get_help,
help  me,get_help,
HELP ME,get_help,
please show me how,get_help,
WHAT ARE THE COMMANDS,get_help,
can you guide,get_help,
what should i do?,get_help,
Assist me,get_help,
help me,get_help,
i want to what are the commands,get_help,
help me,get_help,
help?,get_help,
please help,get_help,
SHOW ME HOW,get_help,
HELP ME,get_help,
HELP,get_help,
can you guide,get_help,
HOW DO I USE THIS,get_help,
i want to show me how,get_help,
i want to what can you do,get_help,
WHAT SHOULD I DO,get_help,
i need help?,get_help,
please explain how to use,get_help,
Assist me,get_help,
INSTRUCTIONS,get_help,
Help,get_help,
what can you do please,get_help,
help?,get_help,
tutorial,get_help,
i need help please,get_help,
instructions?,get_help,
assist me please,get_help,
what can you do,get_help,
explain  how  to  use,get_help,
INSTRUCTIONS,get_help,
assist me?,get_help,
how  does  this  work,get_help,
HELP,get_help,
guide,get_help,
what  can  you  do,get_help,
Assist me,get_help,
i want to guide,get_help,
can you what are the commands,get_help,
what can you do please,get_help,
assist me?,get_help,
TUTORIAL,get_help,
how does this work?,get_help,
please what are the commands,get_help,
how  do  i  use  this,get_help,
explain how to use?,get_help,
instructions please,get_help,
help me?,get_help,
guide,get_help,
guide,get_help,
Explain how to use,get_help,
what are the commands?,get_help,
can you how does this work,get_help,
HELP ME,get_help,
What can you do,get_help,
EXPLAIN HOW TO USE,get_help,
I NEED HELP,get_help,
can you how does this work,get_help,
what  can  you  do,get_help,
what can you do,get_help,
GUIDE,get_help,
i want to help,get_help,
please help me,get_help,
tutorial please,get_help,
explain how to use please,get_help,
i need help,get_help,
HOW DOES THIS WORK,get_help,
what should i do please,get_help,
what should i do,get_help,
how does this work please,get_help,
HOW DOES THIS WORK,get_help,
INSTRUCTIONS,get_help,
how does this work please,get_help,
please assist me,get_help,
please help,get_help,
can you explain how to use,get_help,
WHAT ARE THE COMMANDS,get_help,
i want to i need help,get_help,
Explain how to use,get_help,
guide?,get_help,
can you assist me,get_help,
please help me,get_help,
assist  me,get_help,
tutorial?,get_help,
TUTORIAL,get_help,
assist me?,get_help,
instructions,get_help,
GUIDE,get_help,
assist me?,get_help,
How do i use this,get_help,
What should i do,get_help,
please help,get_help,
please what are the commands,get_help,
please i need help,get_help,
help me,get_help,
assist  me,get_help,
please what should i do,get_help,
guide,get_help,
ASSIST ME,get_help,
GUIDE,get_help,
What are the commands,get_help,
help me please,get_help,
please i need help,get_help,
can you what can you do,get_help,
can you show me how,get_help,
WHAT SHOULD I DO,get_help,
what  are  the  commands,get_help,
i  need  help,get_help,
i want to instructions,get_help,
i want to guide,get_help,
please what should i do,get_help,
i want to help,get_help,
explain  how  to  use,get_help,
can you explain how to use,get_help,
GUIDE,get_help,
i want to show me how,get_help,
i need help,get_help,
i want to assist me,get_help,
i want to assist me,get_help,
What are the commands,get_help,
i want to explain how to use,get_help,
HOW DOES THIS WORK,get_help,
EXPLAIN HOW TO USE,get_help,
can you what should i do,get_help,
can you assist me,get_help,
tutorial?,get_help,
How do i use this,get_help,
show me how,get_help,
Show me how,get_help,
What should i do,get_help,
Guide,get_help,
tutorial,get_help,
tutorial,get_help,
please show me how,get_help,
please guide,get_help,
i need help please,get_help,
Show me how,get_help,
What should i do,get_help,
what are the commands please,get_help,
What should i do,get_help,
please show me how,get_help,
i want to tutorial,get_help,
please i need help,get_help,
show me how?,get_help,
help me?,get_help,
assist me,get_help,
can you guide,get_help,
can you how do i use this,get_help,
how do i use this,get_help,
EXPLAIN HOW TO USE,get_help,
can you help,get_help,
Show me how,get_help,
i want to assist me,get_help,
help?,get_help,
explain how to use please,get_help,
how does this work please,get_help,
i want to tutorial,get_help,
explain how to use,get_help,
help,get_help,
assist me?,get_help,
i want to assist me,get_help,
can you what can you do,get_help,
show me how?,get_help,
i want to how does this work,get_help,
can you tutorial,get_help,
can you show me how,get_help,
please help me,get_help,
HELP ME,get_help,
please what can you do,get_help,
Help,get_help,
i want to how do i use this,get_help,
what should i do,get_help,
instructions,get_help,
i  need  help,get_help,
How do i use this,get_help,
What are the commands,get_help,
tutorial please,get_help,
tutorial,get_help,
i want to help me,get_help,
Explain how to use,get_help,
please what are the commands,get_help,
guide,get_help,
i  need  help,get_help,
Assist me,get_help,
please assist me,get_help,
please what can you do,get_help,
WHAT SHOULD I DO,get_help,
how do i use this,get_help,
please instructions,get_help,
help,get_help,
can you tutorial,get_help,
help me please,get_help,
tutorial,get_help,
tutorial,get_help,
what are the commands please,get_help,
show me how?,get_help,
guide,get_help,
what can you do please,get_help,
i want to tutorial,get_help,
EXPLAIN HOW TO USE,get_help,
how do i use this please,get_help,
i want to tutorial,get_help,
HELP ME,get_help,
how do i use this please,get_help,
what are the commands,get_help,
HELP,get_help,
show  me  how,get_help,
can you help,get_help,
I need help,get_help,
HELP,get_help,
how do i use this,get_help,
what can you do,get_help,
how do i use this please,get_help,
ASSIST ME,get_help,
ASSIST ME,get_help,
WHAT CAN YOU DO,get_help,
i need help,get_help,
help,get_help,
how does this work,get_help,
tutorial,get_help,
HOW DO I USE THIS,get_help,
what should i do?,get_help,
please tutorial,get_help,
ASSIST ME,get_help,
how  does  this  work,get_help,
help me?,get_help,
HOW DOES THIS WORK,get_help,
what should i do,get_help,
i want to help,get_help,
please what are the commands,get_help,
assist me,get_help,
please how does this work,get_help,
what are the commands?,get_help,
I need help,get_help,
assist  me,get_help,
i need help?,get_help,
assist  me,get_help,
TUTORIAL,get_help,
can you assist me,get_help,
please how does this work,get_help,
please what can you do,get_help,
HELP,get_help,
can you guide,get_help,
how  do  i  use  this,get_help,
help  me,get_help,
show me how,get_help,
What can you do,get_help,
how do i use this?,get_help,
WHAT ARE THE COMMANDS,get_help,
explain how to use?,get_help,
what  are  the  commands,get_help,
How does this work,get_help,
please assist me,get_help,
What should i do,get_help,
what can you do please,get_help,
please instructions,get_help,
help me,get_help,
WHAT CAN YOU DO,get_help,
what are the commands?,get_help,
what  should  i  do,get_help,
Assist me,get_help,
i want to guide,get_help,
i need help please,get_help,
Help,get_help,
can you help,get_help,
Explain how to use,get_help,
i want to what are the commands,get_help,
EXPLAIN HOW TO USE,get_help,
i want to what are the commands,get_help,
can you help,get_help,
assist me,get_help,
what are the commands?,get_help,
Explain how to use,get_help,
what should i do?,get_help,
TUTORIAL,get_help,
explain how to use,get_help,
guide please,get_help,
what can you do please,get_help,
i want to what are the commands,get_help,
can you how do i use this,get_help,
can you what should i do,get_help,
explain how to use,get_help,
i need help,get_help,
can you help,get_help,
please what are the commands,get_help,
guide,get_help,
please i need help,get_help,
show me how?,get_help,
i need help?,get_help,
can you what should i do,get_help,
can you what should i do,get_help,
i want to how does this work,get_help,
what  are  the  commands,get_help,
how do i use this please,get_help,
can you how do i use this,get_help,
i want to assist me,get_help,
can you help me,get_help,
what can you do please,get_help,
help me,get_help,
i want to what should i do,get_help,
i need help?,get_help,
can you how does this work,get_help,
help?,get_help,
Show me how,get_help,
tutorial please,get_help,
Show me how,get_help,
i want to tutorial,get_help,
instructions,get_help,
How does this work,get_help,
i need help,get_help,
guide?,get_help,
guide,get_help,
i want to instructions,get_help,
i want to show me how,get_help,
instructions,get_help,
can you what should i do,get_help,
assist me please,get_help,
Show me how,get_help,
assist me please,get_help,
help me please,get_help,
assist me please,get_help,
TUTORIAL,get_help,
i want to what should i do,get_help,
please explain how to use,get_help,
i need help?,get_help,
i want to instructions,get_help,
guide?,get_help,
i want to tutorial,get_help,
INSTRUCTIONS,get_help,
guide,get_help,
i want to help,get_help,
help?,get_help,
what  should  i  do,get_help,
can you what are the commands,get_help,
HOW DOES THIS WORK,get_help,
please i need help,get_help,
i  need  help,get_help,
show me how?,get_help,
help please,get_help,
How do i use this,get_help,
can you tutorial,get_help,
SHOW ME HOW,get_help,
guide please,get_help,
can you show me how,get_help,
i want to show me how,get_help,
guide,get_help,
tutorial,get_help,
can you how do i use this,get_help,
Help,get_help,
what can you do,get_help,
i need help?,get_help,
i want to help me,get_help,
help me,get_help,
please how do i use this,get_help,
i want to what can you do,get_help,
please guide,get_help,
instructions please,get_help,
can you tutorial,get_help,
please what can you do,get_help,
tutorial please,get_help,
Show me how,get_help,
HELP ME,get_help,
Explain how to use,get_help,
can you assist me,get_help,
please what are the commands,get_help,
explain how to use?,get_help,
what should i do?,get_help,
HELP,get_help,
Guide,get_help,
how do i use this please,get_help,
please help,get_help,
i want to help,get_help,
please explain how to use,get_help,
please how do i use this,get_help,
How do i use this,get_help,
i need help,get_help,
how do i use this please,get_help,
please how do i use this,get_help,
can you explain how to use,get_help,
What can you do,get_help,
i want to what are the commands,get_help,
assist  me,get_help,
How does this work,get_help,
can you how does this work,get_help,
i want to tutorial,get_help,
INSTRUCTIONS,get_help,
tutorial please,get_help,
WHAT SHOULD I DO,get_help,
Help me,get_help,
HOW DO I USE THIS,get_help,
SHOW ME HOW,get_help,
what are the commands?,get_help,
What should i do,get_help,
please help,get_help,
can you explain how to use,get_help,
what  are  the  commands,get_help,
what should i do please,get_help,
what  should  i  do,get_help,
TUTORIAL,get_help,
please show me how,get_help,
INSTRUCTIONS,get_help,
guide,get_help,
Show me how,get_help,
how do i use this?,get_help,
can you explain how to use,get_help,
i want to what are the commands,get_help,
please help me,get_help,
show me how please,get_help,
I need help,get_help,
i  need  help,get_help,
instructions,get_help,
instructions?,get_help,
show me how?,get_help,
WHAT CAN YOU DO,get_help,
GUIDE,get_help,
can you help,get_help,
assist me,get_help,
instructions please,get_help,
guide?,get_help,
how do i use this,get_help,
explain  how  to  use,get_help,
what are the commands?,get_help,
please help me,get_help,
guide,get_help,
please tutorial,get_help,
please help,get_help,
please explain how to use,get_help,
how does this work?,get_help,
Guide,get_help,
help me,get_help,
explain  how  to  use,get_help,
how do i use this?,get_help,
please show me how,get_help,
what can you do please,get_help,
can you what should i do,get_help,
I NEED HELP,get_help,
what are the commands?,get_help,
instructions please,get_help,
what are the commands?,get_help,
explain how to use please,get_help,
please assist me,get_help,
How does this work,get_help,
how  does  this  work,get_help,
can you i need help,get_help,
HELP ME,get_help,
how  do  i  use  this,get_help,
tutorial,get_help,
i want to explain how to use,get_help,
can you explain how to use,get_help,
WHAT ARE THE COMMANDS,get_help,
can you help me,get_help,
can you guide,get_help,
what can you do please,get_help,
WHAT SHOULD I DO,get_help,
can you i need help,get_help,
can you explain how to use,get_help,
assist me?,get_help,
show me how?,get_help,
can you what should i do,get_help,
help,get_help,
please explain how to use,get_help,
help,get_help,
please help me,get_help,
what should i do?,get_help,
what can you do,get_help,
help me please,get_help,
ASSIST ME,get_help,
please guide,get_help,
please show me how,get_help,
I NEED HELP,get_help,
assist me?,get_help,
show me how?,get_help,
Tutorial,get_help,
how do i use this?,get_help,
i want to what should i do,get_help,
explain how to use?,get_help,
INSTRUCTIONS,get_help,
what should i do,get_help,
Guide,get_help,
explain how to use?,get_help,
instructions?,get_help,
i want to guide,get_help,
explain how to use,get_help,
i want to instructions,get_help,
what are the commands please,get_help,
i want to i need help,get_help,
what are the commands,get_help,
can you assist me,get_help,
how do i use this please,get_help,
show  me  how,get_help,
i want to assist me,get_help,
How does this work,get_help,
i want to what are the commands,get_help,
I need help,get_help,
can you help,get_help,
What are the commands,get_help,
can you what can you do,get_help,
i want to assist me,get_help,
please what can you do,get_help,
what are the commands please,get_help,
i want to what are the commands,get_help,
can you help,get_help,
show me how please,get_help,
how does this work?,get_help,
help me,get_help,
can you show me how,get_help,
Assist me,get_help,
WHAT SHOULD I DO,get_help,
can you how do i use this,get_help,
tutorial,get_help,
how do i use this?,get_help,
can you instructions,get_help,
please guide,get_help,
instructions,get_help,
what should i do,get_help,
what should i do please,get_help,
please guide,get_help,
show me how,get_help,
can you help,get_help,
ASSIST ME,get_help,
how does this work,get_help,
Assist me,get_help,
Explain how to use,get_help,
please show me how,get_help,
what can you do please,get_help,
Help me,get_help,
help please,get_help,
What can you do,get_help,
assist me,get_help,
ASSIST ME,get_help,
what  are  the  commands,get_help,
can you guide,get_help,
How do i use this,get_help,
EXPLAIN HOW TO USE,get_help,
show  me  how,get_help,
What are the commands,get_help,
how  do  i  use  this,get_help,
what should i do,get_help,
i want to tutorial,get_help,
show me how?,get_help,
i need help please,get_help,
Assist me,get_help,
Guide,get_help,
please how does this work,get_help,
help please,get_help,
what should i do please,get_help,
can you i need help,get_help,
i want to what should i do,get_help,
WHAT CAN YOU DO,get_help,
i want to assist me,get_help,
how  do  i  use  this,get_help,
tutorial,get_help,
tutorial,get_help,
please what should i do,get_help,
HELP ME,get_help,
WHAT CAN YOU DO,get_help,
can you what are the commands,get_help,
help,get_help,
ASSIST ME,get_help,
how does this work,get_help,
can you what are the commands,get_help,
tutorial please,get_help,
How do i use this,get_help,
can you what can you do,get_help,
tutorial?,get_help,
help me,get_help,
How do i use this,get_help,
can you help,get_help,
show me how?,get_help,
help,get_help,
help,get_help,
how do i use this,get_help,
i want to help,get_help,
what should i do?,get_help,
EXPLAIN HOW TO USE,get_help,
can you help,get_help,
SHOW ME HOW,get_help,
tutorial?,get_help,
i  need  help,get_help,
guide,get_help,
what are the commands?,get_help,
GUIDE,get_help,
can you help,get_help,
can you explain how to use,get_help,
can you what can you do,get_help,
TUTORIAL,get_help,
instructions,get_help,
can you what should i do,get_help,
what  are  the  commands,get_help,
instructions please,get_help,
i want to instructions,get_help,
GUIDE,get_help,
what are the commands,get_help,
GUIDE,get_help,
i want to explain how to use,get_help,
what are the commands please,get_help,
what are the commands please,get_help,
i want to tutorial,get_help,
guide,get_help,
can you instructions,get_help,
help me,get_help,
INSTRUCTIONS,get_help,
help,get_help,
what  can  you  do,get_help,
i want to explain how to use,get_help,
WHAT CAN YOU DO,get_help,
What can you do,get_help,
please what can you do,get_help,
please assist me,get_help,
show me how?,get_help,
please help,get_help,
please what should i do,get_help,
instructions,get_help,
explain how to use,get_help,
i want to how does this work,get_help,
can you instructions,get_help,
please explain how to use,get_help,
i  need  help,get_help,
assist me please,get_help,
i want to how do i use this,get_help,
Instructions,get_help,
i want to help,get_help,
help me?,get_help,
i want to assist me,get_help,
what can you do,get_help,
HELP,get_help,
i need help,get_help,
i want to what can you do,get_help,
What should i do,get_help,
what can you do please,get_help,
i need help,get_help,
please help me,get_help,
Help,get_help,
please assist me,get_help,
HELP ME,get_help,
can you how do i use this,get_help,
tutorial?,get_help,
please what are the commands,get_help,
please i need help,get_help,
HOW DOES THIS WORK,get_help,
how do i use this please,get_help,
how  does  this  work,get_help,
i need help,get_help,
WHAT ARE THE COMMANDS,get_help,
assist me please,get_help,
can you what can you do,get_help,
assist me,get_help,
please how does this work,get_help,
assist me,get_help,
please what are the commands,get_help,
i want to i need help,get_help,
can you what can you do,get_help,
what are the commands?,get_help,
i need help?,get_help,
how does this work,get_help,
please guide,get_help,
instructions?,get_help,
what are the commands,get_help,
can you help,get_help,
assist me?,get_help,
can you how does this work,get_help,
can you show me how,get_help,
instructions,get_help,
please how does this work,get_help,
how does this work?,get_help,
help please,get_help,
what can you do please,get_help,
instructions please,get_help,
What are the commands,get_help,
instructions please,get_help,
assist me please,get_help,
guide?,get_help,
help,get_help,
what can you do,get_help,
can you assist me,get_help,
i want to how do i use this,get_help,
i want to instructions,get_help,
what should i do,get_help,
help please,get_help,
please what should i do,get_help,
can you guide,get_help,
please what can you do,get_help,
HOW DOES THIS WORK,get_help,
show  me  how,get_help,
what can you do,get_help,
guide,get_help,
how does this work?,get_help,
How does this work,get_help,
please what can you do,get_help,
i want to guide,get_help,
what can you do please,get_help,
what are the commands?,get_help,
what should i do please,get_help,
can you tutorial,get_help,
HELP ME,get_help,
explain  how  to  use,get_help,
can you help,get_help,
SHOW ME HOW,get_help,
HELP ME,get_help,
what should i do,get_help,
HELP ME,get_help,
help  me,get_help,
how do i use this,get_help,
how do i use this,get_help,
please i need help,get_help,
i want to instructions,get_help,
i  need  help,get_help,
how do i use this,get_help,
i want to what should i do,get_help,
i want to i need help,get_help,
help,get_help,
tutorial?,get_help,
tutorial,get_help,
what should i do,get_help,
Explain how to use,get_help,
what  should  i  do,get_help,
please show me how,get_help,
AVAILABLE SHAPES,list_shapes,
what shapes do you know please,list_shapes,
list all shapes?,list_shapes,
please show all shapes,list_shapes,
Available shapes,list_shapes,
which shapes can i use please,list_shapes,
can you list shapes,list_shapes,
please show all shapes,list_shapes,
Show all shapes,list_shapes,
What shapes do you know,list_shapes,
what can i calculate?,list_shapes,
WHAT SHAPES DO YOU KNOW,list_shapes,
What shapes do you know,list_shapes,
what can i calculate?,list_shapes,
AVAILABLE SHAPES,list_shapes,
can you list all shapes,list_shapes,
list all shapes?,list_shapes,
available shapes,list_shapes,
SHOW ME THE SHAPES,list_shapes,
Which shapes can i use,list_shapes,
what can i calculate please,list_shapes,
Available shapes,list_shapes,
show me the shapes?,list_shapes,
what  can  i  calculate,list_shapes,
can you which shapes can i use,list_shapes,
list shapes?,list_shapes,
which  shapes  can  i  use,list_shapes,
available shapes please,list_shapes,
show me the shapes?,list_shapes,
i want to what shapes are available,list_shapes,
available shapes?,list_shapes,
list all shapes?,list_shapes,
what  can  i  calculate,list_shapes,
can you available shapes,list_shapes,
i want to what can i calculate,list_shapes,
Show all shapes,list_shapes,
show  me  the  shapes,list_shapes,
show all shapes please,list_shapes,
what shapes are available?,list_shapes,
please shapes list,list_shapes,
please list shapes,list_shapes,
What shapes do you know,list_shapes,
show me the shapes,list_shapes,
please shapes list,list_shapes,
please available shapes,list_shapes,
which  shapes  can  i  use,list_shapes,
show  all  shapes,list_shapes,
can you list all shapes,list_shapes,
shapes list please,list_shapes,
which shapes can i use?,list_shapes,
Which shapes can i use,list_shapes,
WHAT SHAPES ARE AVAILABLE,list_shapes,
please available shapes,list_shapes,
shapes list please,list_shapes,
please list shapes,list_shapes,
Available shapes,list_shapes,
What shapes are available,list_shapes,
What shapes do you know,list_shapes,
shapes  list,list_shapes,
what can i calculate please,list_shapes,
AVAILABLE SHAPES,list_shapes,
can you available shapes,list_shapes,
i want to what shapes do you know,list_shapes,
list all shapes,list_shapes,
what shapes are available,list_shapes,
show me the shapes?,list_shapes,
what shapes are available please,list_shapes,
what shapes are available,list_shapes,
Shapes list,list_shapes,
AVAILABLE SHAPES,list_shapes,
show me the shapes,list_shapes,
can you list all shapes,list_shapes,
which  shapes  can  i  use,list_shapes,
List shapes,list_shapes,
i want to available shapes,list_shapes,
shapes  list,list_shapes,
list all shapes,list_shapes,
available  shapes,list_shapes,
i want to what shapes do you know,list_shapes,
show me the shapes?,list_shapes,
can you list all shapes,list_shapes,
what shapes do you know,list_shapes,
What shapes are available,list_shapes,
please list shapes,list_shapes,
i want to show all shapes,list_shapes,
what can i calculate?,list_shapes,
what can i calculate?,list_shapes,
list  all  shapes,list_shapes,
can you list all shapes,list_shapes,
LIST ALL SHAPES,list_shapes,
list  all  shapes,list_shapes,
can you available shapes,list_shapes,
shapes  list,list_shapes,
which shapes can i use?,list_shapes,
shapes list,list_shapes,
What can i calculate,list_shapes,
list shapes?,list_shapes,
i want to list all shapes,list_shapes,
shapes list?,list_shapes,
available shapes,list_shapes,
list  all  shapes,list_shapes,
can you what shapes do you know,list_shapes,
which shapes can i use?,list_shapes,
i want to which shapes can i use,list_shapes,
which  shapes  can  i  use,list_shapes,
can you show me the shapes,list_shapes,
show  all  shapes,list_shapes,
WHAT CAN I CALCULATE,list_shapes,
i want to show all shapes,list_shapes,
list shapes,list_shapes,
show  all  shapes,list_shapes,
please which shapes can i use,list_shapes,
available  shapes,list_shapes,
which shapes can i use?,list_shapes,
i want to list shapes,list_shapes,
can you available shapes,list_shapes,
please what can i calculate,list_shapes,
Show all shapes,list_shapes,
what shapes do you know,list_shapes,
LIST ALL SHAPES,list_shapes,
shapes  list,list_shapes,
show me the shapes please,list_shapes,
which  shapes  can  i  use,list_shapes,
list shapes,list_shapes,
can you what can i calculate,list_shapes,
list  all  shapes,list_shapes,
which shapes can i use please,list_shapes,
What can i calculate,list_shapes,
available shapes please,list_shapes,
Shapes list,list_shapes,
can you what shapes do you know,list_shapes,
LIST SHAPES,list_shapes,
i want to list shapes,list_shapes,
Available shapes,list_shapes,
can you what shapes are available,list_shapes,
please which shapes can i use,list_shapes,
Which shapes can i use,list_shapes,
what shapes are available please,list_shapes,
SHOW ME THE SHAPES,list_shapes,
can you show all shapes,list_shapes,
can you list shapes,list_shapes,
list all shapes?,list_shapes,
can you what shapes are available,list_shapes,
show all shapes?,list_shapes,
WHAT CAN I CALCULATE,list_shapes,
What shapes do you know,list_shapes,
which shapes can i use please,list_shapes,
i want to list all shapes,list_shapes,
list  all  shapes,list_shapes,
show all shapes,list_shapes,
what  shapes  do  you  know,list_shapes,
what can i calculate?,list_shapes,
please show all shapes,list_shapes,
Show all shapes,list_shapes,
show  me  the  shapes,list_shapes,
can you which shapes can i use,list_shapes,
can you what can i calculate,list_shapes,
please what can i calculate,list_shapes,
List all shapes,list_shapes,
please which shapes can i use,list_shapes,
i want to list all shapes,list_shapes,
List all shapes,list_shapes,
show all shapes please,list_shapes,
please which shapes can i use,list_shapes,
what shapes are available,list_shapes,
what shapes do you know,list_shapes,
can you show me the shapes,list_shapes,
please list shapes,list_shapes,
What shapes do you know,list_shapes,
available  shapes,list_shapes,
list  shapes,list_shapes,
can you show all shapes,list_shapes,
list all shapes?,list_shapes,
i want to list all shapes,list_shapes,
SHOW ALL SHAPES,list_shapes,
please show me the shapes,list_shapes,
what shapes are available please,list_shapes,
i want to list all shapes,list_shapes,
what shapes are available?,list_shapes,
please available shapes,list_shapes,
please which shapes can i use,list_shapes,
please what shapes are available,list_shapes,
available shapes please,list_shapes,
list  all  shapes,list_shapes,
Show me the shapes,list_shapes,
please show me the shapes,list_shapes,
list shapes?,list_shapes,
show me the shapes?,list_shapes,
i want to available shapes,list_shapes,
can you available shapes,list_shapes,
what shapes do you know,list_shapes,
show all shapes please,list_shapes,
can you what shapes are available,list_shapes,
i want to what shapes are available,list_shapes,
please what can i calculate,list_shapes,
please show me the shapes,list_shapes,
can you what can i calculate,list_shapes,
list all shapes please,list_shapes,
show  me  the  shapes,list_shapes,
WHAT CAN I CALCULATE,list_shapes,
what can i calculate,list_shapes,
show all shapes please,list_shapes,
list  all  shapes,list_shapes,
list shapes,list_shapes,
can you which shapes can i use,list_shapes,
What shapes are available,list_shapes,
shapes list?,list_shapes,
can you available shapes,list_shapes,
what shapes are available please,list_shapes,
available  shapes,list_shapes,
WHICH SHAPES CAN I USE,list_shapes,
List all shapes,list_shapes,
what shapes do you know please,list_shapes,
can you what can i calculate,list_shapes,
shapes list please,list_shapes,
list all shapes please,list_shapes,
list  shapes,list_shapes,
what  shapes  do  you  know,list_shapes,
Show all shapes,list_shapes,
i want to which shapes can i use,list_shapes,
Show all shapes,list_shapes,
can you available shapes,list_shapes,
show me the shapes?,list_shapes,
shapes list,list_shapes,
What shapes are available,list_shapes,
list all shapes please,list_shapes,
What shapes do you know,list_shapes,
Which shapes can i use,list_shapes,
what can i calculate please,list_shapes,
what shapes are available,list_shapes,
can you available shapes,list_shapes,
what  shapes  are  available,list_shapes,
LIST ALL SHAPES,list_shapes,
list shapes?,list_shapes,
i want to list shapes,list_shapes,
what shapes are available please,list_shapes,
What can i calculate,list_shapes,
what can i calculate?,list_shapes,
can you list all shapes,list_shapes,
please available shapes,list_shapes,
list shapes,list_shapes,
list  shapes,list_shapes,
SHAPES LIST,list_shapes,
list all shapes?,list_shapes,
what  shapes  do  you  know,list_shapes,
list  all  shapes,list_shapes,
please show all shapes,list_shapes,
list all shapes?,list_shapes,
i want to what can i calculate,list_shapes,
show all shapes please,list_shapes,
WHAT SHAPES DO YOU KNOW,list_shapes,
What shapes do you know,list_shapes,
show all shapes,list_shapes,
SHOW ALL SHAPES,list_shapes,
SHOW ALL SHAPES,list_shapes,
Show me the shapes,list_shapes,
what  shapes  do  you  know,list_shapes,
which shapes can i use?,list_shapes,
LIST SHAPES,list_shapes,
list shapes please,list_shapes,
What can i calculate,list_shapes,
shapes list?,list_shapes,
shapes list,list_shapes,
what  shapes  do  you  know,list_shapes,
show  all  shapes,list_shapes,
can you what shapes are available,list_shapes,
Show all shapes,list_shapes,
List all shapes,list_shapes,
SHOW ME THE SHAPES,list_shapes,
shapes list,list_shapes,
i want to show all shapes,list_shapes,
what shapes are available,list_shapes,
what  shapes  do  you  know,list_shapes,
can you list shapes,list_shapes,
AVAILABLE SHAPES,list_shapes,
please list shapes,list_shapes,
what  shapes  do  you  know,list_shapes,
can you show all shapes,list_shapes,
can you shapes list,list_shapes,
what can i calculate?,list_shapes,
List shapes,list_shapes,
i want to what shapes are available,list_shapes,
please list shapes,list_shapes,
Show all shapes,list_shapes,
what can i calculate,list_shapes,
shapes list please,list_shapes,
show all shapes?,list_shapes,
can you list all shapes,list_shapes,
can you shapes list,list_shapes,
please list all shapes,list_shapes,
list shapes please,list_shapes,
list shapes please,list_shapes,
Which shapes can i use,list_shapes,
which  shapes  can  i  use,list_shapes,
list  all  shapes,list_shapes,
please what shapes are available,list_shapes,
what shapes are available,list_shapes,
What shapes are available,list_shapes,
i want to show all shapes,list_shapes,
which shapes can i use,list_shapes,
WHAT SHAPES DO YOU KNOW,list_shapes,
